CWE-ID,Name,Weakness Abstraction,Status,Description
1264,Hardware Logic with Insecure De-Synchronization between Control and Data Channels,Base,Incomplete,The hardware logic for error handling and security checks can incorrectly forward data before the security check is complete.
1266,Improper Scrubbing of Sensitive Data from Decommissioned Device,Base,Incomplete,"The product does not properly provide a capability for the product administrator to remove sensitive data at the time the product is decommissioned. A scrubbing capability could be missing, insufficient, or incorrect."
1267,Policy Uses Obsolete Encoding,Base,Draft,The product uses an obsolete encoding mechanism to implement access controls.
1268,Policy Privileges are not Assigned Consistently Between Control and Data Agents,Base,Draft,The product's hardware-enforced access control for a particular resource improperly accounts for privilege discrepancies between control and write policies.
1269,Product Released in Non-Release Configuration,Base,Incomplete,The product released to market is released in pre-production or manufacturing configuration.
1270,Generation of Incorrect Security Tokens,Base,Incomplete,"The product implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens generated in the system are incorrect."
1271,Unitialized Value on Reset for Registers Holding Security Settings,Class,Incomplete,Security-critical logic is not set to a known value on reset.
1272,Sensitive Information Uncleared Before Debug/Power State Transition,Base,Incomplete,Sensitive information may leak as a result of a debug or power state transition when information access restrictions change as a result of the transition.
1273,Device Unlock Credential Sharing,Base,Incomplete,The credentials necessary for unlocking a device are shared across multiple parties and may expose sensitive information.
1274,Insufficient Protections on the Volatile Memory Containing Boot Code,Base,Incomplete,"The protections on the product's non-volatile memory containing boot code are insufficient to prevent the bypassing of secure boot or the execution of an untrusted, boot code chosen by an adversary."
1276,Hardware Child Block Incorrectly Connected to Parent System,Base,Incomplete,Signals between a hardware IP and the parent system design are incorrectly connected causing security risks.
1277,Firmware Not Updateable,Base,Incomplete,"A product's firmware cannot be updated, leaving weaknesses present with no means of repair and the product vulnerable to attack.."
1278,Missing Protection Against Hardware Reverse Engineering Using Integrated Circuit (IC) Imaging Techniques,Base,Incomplete,Information stored in hardware may be recovered by an attacker with the capability to capture and analyze images of the integrated circuit using techniques such as scanning electron microscopy.
1279,Cryptographic Operations are run Before Supporting Units are Ready,Base,Incomplete,Performing cryptographic operations without ensuring that the supporting inputs are ready to supply valid data may compromise the cryptographic result.
1280,Access Control Check Implemented After Asset is Accessed,Base,Incomplete,A product's hardware-based access control check occurs after the asset has been accessed.
1281,Sequence of Processor Instructions Leads to Unexpected Behavior (Halt and Catch Fire),Base,Incomplete,Specific combinations of processor instructions lead to undesirable behavior such as locking the processor until a hard reset performed.
1282,Assumed-Immutable Data is Stored in Writable Memory,Base,Incomplete,"Immutable data, such as a first-stage bootloader, device identifiers, and write-once configuration settings are stored in writable memory that can be re-programmed or updated in the field."
1283,Mutable Attestation or Measurement Reporting Data,Base,Incomplete,The register contents used for attestation or measurement reporting data to verify boot flow are modifiable by an adversary.
1290,Incorrect Decoding of Security Identifiers ,Base,Incomplete,"The product implements a decoding mechanism to decode certain bus-transaction signals to security identifiers. If the decoding is implemented incorrectly, then untrusted agents can now gain unauthorized access to the asset."
1291,Public Key Re-Use for Signing both Debug and Production Code,Base,Draft,The same public key is used for signing both debug and production code.
1292,Incorrect Conversion of Security Identifiers,Base,Draft,"The product implements a conversion mechanism to map certain bus-transaction signals to security identifiers. However, if the conversion is incorrectly implemented, untrusted agents can gain unauthorized access to the asset."
1294,Insecure Security Identifier Mechanism,Class,Incomplete,"The System-on-Chip (SoC) implements a Security Identifier mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Identifiers are not correctly implemented."
1295,Debug Messages Revealing Unnecessary Information,Base,Incomplete,The product fails to adequately prevent the revealing of unnecessary and potentially sensitive system information within debugging messages.
1296,Incorrect Chaining or Granularity of Debug Components,Base,Incomplete,The product's debug components contain incorrect chaining or granularity of debug components.
1297,Unprotected Confidential Information on Device is Accessible by OSAT Vendors,Base,Incomplete,The product does not adequately protect confidential information on the device from being accessed by Outsourced Semiconductor Assembly and Test (OSAT) vendors.
1298,Hardware Logic Contains Race Conditions,Base,Draft,A race condition in the hardware logic results in undermining security guarantees of the system.
1299,Missing Protection Mechanism for Alternate Hardware Interface,Base,Draft,The lack of protections on alternate paths to access control-protected assets (such as unprotected shadow registers and other external facing unguarded interfaces) allows an attacker to bypass existing protections to the asset that are only performed against the primary path.
1300,Improper Protection Against Physical Side Channels,Base,Incomplete,"The product is missing protections or implements insufficient protections against information leakage through physical channels such as power consumption, electromagnetic emissions (EME), acoustic emissions, or other physical attributes."
1301,Insufficient or Incomplete Data Removal within Hardware Component,Base,Incomplete,The product's data removal process does not completely delete all data and potentially sensitive information within hardware components.
1302,Missing Security Identifier,Base,Incomplete,The product implements a security identifier mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. A transaction is sent without a security identifier.
1303,Non-Transparent Sharing of Microarchitectural Resources,Base,Draft,"Hardware structures shared across execution contexts (e.g., caches and branch predictors) can violate the expected architecture isolation between contexts."
1304,Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation,Base,Draft,"The product performs a power save/restore operation, but it does not ensure that the integrity of the configuration state is maintained and/or verified between the beginning and ending of the operation."
5,J2EE Misconfiguration: Data Transmission Without Encryption,Variant,Draft,Information sent over a network can be compromised while in transit. An attacker may be able to read or modify the contents if the data are sent in plaintext or are weakly encrypted.
6,J2EE Misconfiguration: Insufficient Session-ID Length,Variant,Incomplete,The J2EE application is configured to use an insufficient session ID length.
7,J2EE Misconfiguration: Missing Custom Error Page,Variant,Incomplete,The default error page of a web application should not display sensitive information about the software system.
8,J2EE Misconfiguration: Entity Bean Declared Remote,Variant,Incomplete,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities."
9,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,Variant,Draft,"If elevated access rights are assigned to EJB methods, then an attacker can take advantage of the permissions to exploit the software system."
11,ASP.NET Misconfiguration: Creating Debug Binary,Variant,Draft,Debugging messages help attackers learn about the system and plan a form of attack.
12,ASP.NET Misconfiguration: Missing Custom Error Page,Variant,Draft,An ASP .NET application must enable custom error pages in order to prevent attackers from mining information from the framework's built-in responses.
13,ASP.NET Misconfiguration: Password in Configuration File,Variant,Draft,Storing a plaintext password in a configuration file allows anyone who can read the file access to the password-protected resource making them an easy target for attackers.
14,Compiler Removal of Code to Clear Buffers,Variant,Draft,"Sensitive memory is cleared according to the source code, but compiler optimizations leave the memory untouched when it is not read from again, aka dead store removal."
20,Improper Input Validation,Class,Stable,"The product receives input or data, but it does not validate or incorrectly validates that the input has the properties that are required to process the data safely and correctly."
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Base,Stable,"The software uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory, but the software does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory."
24,Path Traversal: '../filedir',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize ../ sequences that can resolve to a location that is outside of that directory."
25,Path Traversal: '/../filedir',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize /../ sequences that can resolve to a location that is outside of that directory."
26,Path Traversal: '/dir/../filename',Variant,Draft,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize /dir/../filename sequences that can resolve to a location that is outside of that directory."
27,Path Traversal: 'dir/../../filename',Variant,Draft,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize multiple internal ../ sequences that can resolve to a location that is outside of that directory."
28,Path Traversal: '..filedir',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize .. sequences that can resolve to a location that is outside of that directory."
29,Path Traversal: '..filename',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '..filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory."
30,Path Traversal: 'dir..filename',Variant,Draft,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize 'dir..filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory."
31,Path Traversal: 'dir....filename',Variant,Draft,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize 'dir....filename' (multiple internal backslash dot dot) sequences that can resolve to a location that is outside of that directory."
32,Path Traversal: '...' (Triple Dot),Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '...' (triple dot) sequences that can resolve to a location that is outside of that directory."
33,Path Traversal: '....' (Multiple Dot),Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....' (multiple dot) sequences that can resolve to a location that is outside of that directory."
34,Path Traversal: '....//',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....//' (doubled dot dot slash) sequences that can resolve to a location that is outside of that directory."
35,Path Traversal: '.../...//',Variant,Incomplete,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '.../...//' (doubled triple dot slash) sequences that can resolve to a location that is outside of that directory."
37,Path Traversal: '/absolute/pathname/here',Variant,Draft,A software system that accepts input in the form of a slash absolute path ('/absolute/pathname/here') without appropriate validation can allow an attacker to traverse the file system to unintended locations or access arbitrary files.
38,Path Traversal: 'absolutepathnamehere',Variant,Draft,A software system that accepts input in the form of a backslash absolute path ('absolutepathnamehere') without appropriate validation can allow an attacker to traverse the file system to unintended locations or access arbitrary files.
39,Path Traversal: 'C:dirname',Variant,Draft,An attacker can inject a drive letter or Windows volume letter ('C:dirname') into a software system to potentially redirect access to an unintended location or arbitrary file.
40,Path Traversal: 'UNCsharename' (Windows UNC Share),Variant,Draft,An attacker can inject a Windows UNC share ('UNCsharename') into a software system to potentially redirect access to an unintended location or arbitrary file.
42,Path Equivalence: 'filename.' (Trailing Dot),Variant,Incomplete,A software system that accepts path input in the form of trailing dot ('filedir.') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
43,Path Equivalence: 'filename....' (Multiple Trailing Dot),Variant,Incomplete,A software system that accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
44,Path Equivalence: 'file.name' (Internal Dot),Variant,Incomplete,A software system that accepts path input in the form of internal dot ('file.ordir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
45,Path Equivalence: 'file...name' (Multiple Internal Dot),Variant,Incomplete,A software system that accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
46,Path Equivalence: 'filename ' (Trailing Space),Variant,Incomplete,A software system that accepts path input in the form of trailing space ('filedir ') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
47,Path Equivalence: ' filename' (Leading Space),Variant,Incomplete,A software system that accepts path input in the form of leading space (' filedir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
48,Path Equivalence: 'file name' (Internal Whitespace),Variant,Incomplete,A software system that accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
49,Path Equivalence: 'filename/' (Trailing Slash),Variant,Incomplete,A software system that accepts path input in the form of trailing slash ('filedir/') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
50,Path Equivalence: '//multiple/leading/slash',Variant,Incomplete,A software system that accepts path input in the form of multiple leading slash ('//multiple/leading/slash') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
51,Path Equivalence: '/multiple//internal/slash',Variant,Incomplete,A software system that accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
52,Path Equivalence: '/multiple/trailing/slash//',Variant,Incomplete,A software system that accepts path input in the form of multiple trailing slash ('/multiple/trailing/slash//') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
53,Path Equivalence: 'multipleinternalbackslash',Variant,Incomplete,A software system that accepts path input in the form of multiple internal backslash ('multipletrailingslash') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
54,Path Equivalence: 'filedir' (Trailing Backslash),Variant,Incomplete,A software system that accepts path input in the form of trailing backslash ('filedir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
55,Path Equivalence: '/./' (Single Dot Directory),Variant,Incomplete,A software system that accepts path input in the form of single dot directory exploit ('/./') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
56,Path Equivalence: 'filedir*' (Wildcard),Variant,Incomplete,A software system that accepts path input in the form of asterisk wildcard ('filedir*') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.
57,Path Equivalence: 'fakedir/../realdir/filename',Variant,Incomplete,"The software contains protection mechanisms to restrict access to 'realdir/filename', but it constructs pathnames using external input in the form of 'fakedir/../realdir/filename' that are not handled by those mechanisms. This allows attackers to perform unauthorized actions against the targeted file."
58,Path Equivalence: Windows 8.3 Filename,Variant,Incomplete,"The software contains a protection mechanism that restricts access to a long filename on a Windows operating system, but the software does not properly restrict access to the equivalent short 8.3 filename."
61,UNIX Symbolic Link (Symlink) Following,Compound,Incomplete,"The software, when opening a file or directory, does not sufficiently account for when the file is a symbolic link that resolves to a target outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files."
62,UNIX Hard Link,Variant,Incomplete,"The software, when opening a file or directory, does not sufficiently account for when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files."
64,Windows Shortcut Following (.LNK),Variant,Incomplete,"The software, when opening a file or directory, does not sufficiently handle when the file is a Windows shortcut (.LNK) whose target is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files."
65,Windows Hard Link,Variant,Incomplete,"The software, when opening a file or directory, does not sufficiently handle when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files."
67,Improper Handling of Windows Device Names,Variant,Incomplete,"The software constructs pathnames from user input, but it does not handle or incorrectly handles a pathname containing a Windows device name such as AUX or CON. This typically leads to denial of service or an information exposure when the application attempts to process the pathname as a regular file."
69,Improper Handling of Windows ::DATA Alternate Data Stream,Variant,Incomplete,"The software does not properly prevent access to, or detect usage of, alternate data streams (ADS)."
72,Improper Handling of Apple HFS+ Alternate Data Stream Path,Variant,Incomplete,The software does not properly handle special paths that may identify the data or resource fork of a file on the HFS+ file system.
74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),Class,Incomplete,"The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component."
75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),Class,Draft,The software does not adequately filter user-controlled input for special elements with control implications.
77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),Class,Draft,"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component."
80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as <, >, and & that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages."
81,Improper Neutralization of Script in an Error Message Web Page,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page."
82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,Variant,Incomplete,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute."
83,Improper Neutralization of Script in Attributes in a Web Page,Variant,Draft,"The software does not neutralize or incorrectly neutralizes javascript: or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style."
84,Improper Neutralization of Encoded URI Schemes in a Web Page,Variant,Draft,The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.
85,Doubled Character XSS Manipulations,Variant,Draft,The web application does not filter user-controlled input for executable script disguised using doubling of the involved characters.
86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,Variant,Draft,"The software does not neutralize or incorrectly neutralizes invalid characters or byte sequences in the middle of tag names, URI schemes, and other identifiers."
87,Improper Neutralization of Alternate XSS Syntax,Variant,Draft,The software does not neutralize or incorrectly neutralizes user-controlled input for alternate script syntax.
95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before using the input in a dynamic evaluation call (e.g. eval)."
97,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,Variant,Draft,"The software generates a web page, but does not neutralize or incorrectly neutralizes user-controllable input that could be interpreted as a server-side include (SSI) directive."
98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),Variant,Draft,"The PHP application receives input from an upstream component, but it does not restrict or incorrectly restricts the input before its usage in require, include, or similar functions."
99,Improper Control of Resource Identifiers ('Resource Injection'),Class,Draft,"The software receives input from an upstream component, but it does not restrict or incorrectly restricts the input before it is used as an identifier for a resource that may be outside the intended sphere of control."
102,Struts: Duplicate Validation Forms,Variant,Incomplete,"The application uses multiple validation forms with the same name, which might cause the Struts Validator to validate a form that the programmer does not expect."
103,Struts: Incomplete validate() Method Definition,Variant,Draft,"The application has a validator form that either does not define a validate() method, or defines a validate() method but does not call super.validate()."
104,Struts: Form Bean Does Not Extend Validation Class,Variant,Draft,"If a form bean does not extend an ActionForm subclass of the Validator framework, it can expose the application to other weaknesses related to insufficient input validation."
105,Struts: Form Field Without Validator,Variant,Draft,"The application has a form field that is not validated by a corresponding validation form, which can introduce other weaknesses related to insufficient input validation."
106,Struts: Plug-in Framework not in Use,Variant,Draft,"When an application does not use an input validation framework such as the Struts Validator, there is a greater risk of introducing weaknesses related to insufficient input validation."
107,Struts: Unused Validation Form,Variant,Draft,An unused validation form indicates that validation logic is not up-to-date.
108,Struts: Unvalidated Action Form,Variant,Incomplete,Every Action Form must have a corresponding validation form.
109,Struts: Validator Turned Off,Variant,Draft,"Automatic filtering via a Struts bean has been turned off, which disables the Struts Validator and custom validation logic. This exposes the application to other weaknesses related to insufficient input validation."
110,Struts: Validator Without Form Field,Variant,Draft,Validation fields that do not appear in forms they are associated with indicate that the validation logic is out of date.
111,Direct Use of Unsafe JNI,Variant,Draft,"When a Java application uses the Java Native Interface (JNI) to call code written in another programming language, it can expose the application to weaknesses in that code, even if those weaknesses cannot occur in Java."
113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),Variant,Incomplete,"The software receives data from an upstream component, but does not neutralize or incorrectly neutralizes CR and LF characters before the data is included in outgoing HTTP headers."
114,Process Control,Class,Incomplete,Executing commands or loading libraries from an untrusted source or in an untrusted environment can cause an application to execute malicious commands (and payloads) on behalf of an attacker.
116,Improper Encoding or Escaping of Output,Class,Draft,"The software prepares a structured message for communication with another component, but encoding or escaping of the data is either missing or done incorrectly. As a result, the intended structure of the message is not preserved."
118,Incorrect Access of Indexable Resource ('Range Error'),Class,Incomplete,"The software does not restrict or incorrectly restricts operations within the boundaries of a resource that is accessed using an index or pointer, such as memory or files."
119,Improper Restriction of Operations within the Bounds of a Memory Buffer,Class,Stable,"The software performs operations on a memory buffer, but it can read from or write to a memory location that is outside of the intended boundary of the buffer."
121,Stack-based Buffer Overflow,Variant,Draft,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function)."
122,Heap-based Buffer Overflow,Variant,Draft,"A heap overflow condition is a buffer overflow, where the buffer that can be overwritten is allocated in the heap portion of memory, generally meaning that the buffer was allocated using a routine such as malloc()."
126,Buffer Over-read,Variant,Draft,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer.
127,Buffer Under-read,Variant,Draft,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations prior to the targeted buffer.
138,Improper Neutralization of Special Elements,Class,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as control elements or syntactic markers when they are sent to a downstream component."
141,Improper Neutralization of Parameter/Argument Delimiters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as parameter or argument delimiters when they are sent to a downstream component."
142,Improper Neutralization of Value Delimiters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as value delimiters when they are sent to a downstream component."
143,Improper Neutralization of Record Delimiters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as record delimiters when they are sent to a downstream component."
144,Improper Neutralization of Line Delimiters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as line delimiters when they are sent to a downstream component."
145,Improper Neutralization of Section Delimiters,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as section delimiters when they are sent to a downstream component."
146,Improper Neutralization of Expression/Command Delimiters,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as expression or command delimiters when they are sent to a downstream component."
147,Improper Neutralization of Input Terminators,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as input terminators when they are sent to a downstream component."
148,Improper Neutralization of Input Leaders,Variant,Draft,"The application does not properly handle when a leading character or sequence (leader) is missing or malformed, or if multiple leaders are used when only one should be allowed."
149,Improper Neutralization of Quoting Syntax,Variant,Draft,"Quotes injected into an application can be used to compromise a system. As data are parsed, an injected/absent/duplicate/malformed use of quotes may cause the process to take unexpected actions."
150,"Improper Neutralization of Escape, Meta, or Control Sequences",Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as escape, meta, or control character sequences when they are sent to a downstream component."
151,Improper Neutralization of Comment Delimiters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as comment delimiters when they are sent to a downstream component."
152,Improper Neutralization of Macro Symbols,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as macro symbols when they are sent to a downstream component."
153,Improper Neutralization of Substitution Characters,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as substitution characters when they are sent to a downstream component."
154,Improper Neutralization of Variable Name Delimiters,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as variable name delimiters when they are sent to a downstream component."
155,Improper Neutralization of Wildcards or Matching Symbols,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as wildcards or matching symbols when they are sent to a downstream component."
156,Improper Neutralization of Whitespace,Variant,Draft,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as whitespace when they are sent to a downstream component."
157,Failure to Sanitize Paired Delimiters,Variant,Draft,"The software does not properly handle the characters that are used to mark the beginning and ending of a group of entities, such as parentheses, brackets, and braces."
158,Improper Neutralization of Null Byte or NUL Character,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes NUL characters or null bytes when they are sent to a downstream component."
159,Improper Handling of Invalid Use of Special Elements,Class,Draft,"The product does not properly filter, remove, quote, or otherwise manage the invalid use of special elements in user-controlled input, which could cause adverse effect on its behavior and integrity."
160,Improper Neutralization of Leading Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
161,Improper Neutralization of Multiple Leading Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple leading special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
162,Improper Neutralization of Trailing Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
163,Improper Neutralization of Multiple Trailing Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple trailing special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
164,Improper Neutralization of Internal Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
165,Improper Neutralization of Multiple Internal Special Elements,Variant,Incomplete,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes multiple internal special elements that could be interpreted in unexpected ways when they are sent to a downstream component."
172,Encoding Error,Class,Draft,"The software does not properly encode or decode the data, resulting in unexpected values."
173,Improper Handling of Alternate Encoding,Variant,Draft,The software does not properly handle when an input uses an alternate encoding that is valid for the control sphere to which the input is being sent.
174,Double Decoding of the Same Data,Variant,Draft,"The software decodes the same input twice, which can limit the effectiveness of any protection mechanism that occurs in between the decoding operations."
175,Improper Handling of Mixed Encoding,Variant,Draft,The software does not properly handle when the same input uses several different (mixed) encodings.
176,Improper Handling of Unicode Encoding,Variant,Draft,The software does not properly handle when an input contains Unicode encoding.
177,Improper Handling of URL Encoding (Hex Encoding),Variant,Draft,The software does not properly handle when all or part of an input has been URL encoded.
180,Incorrect Behavior Order: Validate Before Canonicalize,Variant,Draft,"The software validates input before it is canonicalized, which prevents the software from detecting data that becomes invalid after the canonicalization step."
181,Incorrect Behavior Order: Validate Before Filter,Variant,Draft,"The software validates data before it has been filtered, which prevents the software from detecting data that becomes invalid after the filtering step."
185,Incorrect Regular Expression,Class,Draft,The software specifies a regular expression in a way that causes data to be improperly matched or compared.
187,Partial String Comparison,Variant,Incomplete,"The software performs a comparison that only examines a portion of a factor before determining whether there is a match, such as a substring, leading to resultant weaknesses."
194,Unexpected Sign Extension,Variant,Incomplete,"The software performs an operation on a number that causes it to be sign extended when it is transformed into a larger data type. When the original number is negative, this can produce unexpected values that lead to resultant weaknesses."
195,Signed to Unsigned Conversion Error,Variant,Draft,"The software uses a signed primitive and performs a cast to an unsigned primitive, which can produce an unexpected value if the value of the signed primitive can not be represented using an unsigned primitive."
196,Unsigned to Signed Conversion Error,Variant,Draft,"The software uses an unsigned primitive and performs a cast to a signed primitive, which can produce an unexpected value if the value of the unsigned primitive can not be represented using a signed primitive."
200,Exposure of Sensitive Information to an Unauthorized Actor,Class,Draft,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.
202,Exposure of Sensitive Information Through Data Queries,Variant,Draft,"When trying to keep information confidential, an attacker can often infer some of the information by using statistics."
206,Observable Internal Behavioral Discrepancy,Variant,Incomplete,"The product performs multiple behaviors that are combined to produce a single result, but the individual behaviors are observable separately in a way that allows attackers to reveal internal state or internal decision points."
207,Observable Behavioral Discrepancy With Equivalent Products,Variant,Draft,"The product operates in an environment in which its existence or specific identity should not be known, but it behaves differently than other products with equivalent functionality, in a way that is observable to an attacker."
210,Self-generated Error Message Containing Sensitive Information,Base,Draft,The software identifies an error condition and creates its own diagnostic or error messages that contain sensitive information.
