CWE-ID,name,tool_name
570,The use of 'if (A) {...} else if (A) {...}' pattern was detected. There is a probability of logical error presence.,PVS-Studio
691,The 'then' statement is equivalent to the 'else' statement.,PVS-Studio
390,The object was created but it is not being used. The 'throw' keyword could be missing.,PVS-Studio
571,Expression is always true/false.,PVS-Studio
690,Potential null dereference.,PVS-Studio
628,Function receives an odd argument.,PVS-Studio
252,The return value of function 'Foo' is required to be utilized.,PVS-Studio
682,The expression contains a suspicious mix of integer and real types.,PVS-Studio
783,"The '?:' operator, regardless of its conditional expression, always returns one and the same value.",PVS-Studio
595,"Comparison of arrays, strings, collections by reference. Possibly an equality comparison was intended.",PVS-Studio
393,It's odd that this method always returns one and the same value of NN.,PVS-Studio
480,Consider inspecting the expression. Probably the '!='/'-='/'+=' should be used here.,PVS-Studio
691,Constant expression in switch statement.,PVS-Studio
561,Unreachable code detected. It is possible that an error is present.,PVS-Studio
369,Division or mod division by zero.,PVS-Studio
563,The value is assigned to the 'x' variable but is not used.,PVS-Studio
670,The 'continue' operator will terminate 'do { ... } while (false)' loop because the condition is always false.,PVS-Studio
125,Possibly index is out of bound.,PVS-Studio
683,Possible incorrect order of arguments passed to method.,PVS-Studio
691,The function located to the right of the '|' and '&' operators will be called regardless of the value of the left operand. Consider using '||' and '&&' instead.,PVS-Studio
691,The variable 'X' is being used for this loop and for the outer loop.,PVS-Studio
462,An item with the same key has already been added.,PVS-Studio
758,Shift by N bits is inconsistent with the size of type.,PVS-Studio
457,The value from the uninitialized optional is used.,PVS-Studio
670,An unconditional 'break/continue/return/goto' within a loop.,PVS-Studio
570,Comparison with 'double.NaN' is meaningless. Use 'double.isNaN()' method instead.,PVS-Studio
561,There are two 'if' statements with identical conditional expressions. The first 'if' statement contains method return. This means that the second 'if' statement is senseless.,PVS-Studio
483,The code's operational logic does not correspond with its formatting.,PVS-Studio
481,Suspicious assignment inside the conditional expression of 'if/while/do...while' statement.,PVS-Studio
704,"The expression is checked for compatibility with type 'A', but is cast to type 'B'.",PVS-Studio
691,Consider inspecting the 'for' operator. Initial and final values of the iterator are the same.,PVS-Studio
682,Postfix increment/decrement is senseless because this variable is overwritten.,PVS-Studio
686,Incorrect format. Consider checking the N format items of the 'Foo' function.,PVS-Studio
670,It is possible that this 'else' branch must apply to the previous 'if' statement.,PVS-Studio
480,This expression can be simplified. One of the operands in the operation equals NN. Probably it is a mistake.,PVS-Studio
665,Class initialization cycle is present.,PVS-Studio
584,Use of jump statements in 'finally' block can lead to the loss of unhandled exceptions.,PVS-Studio
486,Classes should not be compared by their name.,PVS-Studio
571,Consider inspecting this expression. The expression is excessive or contains a misprint.,PVS-Studio
1024,Comparing objects of incompatible types.,PVS-Studio
185,"Odd use of special character in regular expression. Possibly, it was intended to be escaped.",PVS-Studio
476,The reference was used before it was verified against null.,PVS-Studio
682,The used constant value is represented by an octal form.,PVS-Studio
674,Possible infinite recursion.,PVS-Studio
670,Odd semicolon ';' after 'if/foreach' operator.,PVS-Studio
572,Suspicious invocation of Thread.run().,PVS-Studio
691,Two or more case-branches perform the same actions.,PVS-Studio
662,Unsafe synchronization on an object.,PVS-Studio
682,"Two similar code fragments were found. Perhaps, this is a typo and 'X' variable should be used instead of 'Y'.",PVS-Studio
684,It is not recommended to return null or throw exceptions from 'toString' / 'clone' methods.,PVS-Studio
567,Non-atomic modification of volatile variable.,PVS-Studio
684,The signature of method 'X' does not conform to serialization requirements.,PVS-Studio
478,A suspicious label is present inside a switch(). It is possible that these are misprints and 'default:' label should be used instead.,PVS-Studio
129,"Value of variable is checked after use. Potential logical error is present. Check lines: N1, N2.",PVS-Studio
754,Consider checking for misprints. It's possible that an assigned variable should be checked in the next condition.,PVS-Studio
609,Unsafe double-checked locking.,PVS-Studio
697,An abnormality within similar comparisons. It is possible that a typo is present inside the expression.,PVS-Studio
670,Suspicious code formatting. 'else' keyword is probably missing.,PVS-Studio
670,"It's possible that the line was commented out improperly, thus altering the program's operation logics.",PVS-Studio
665,Field 'A' is being used before it was initialized.,PVS-Studio
476,Automatic unboxing of a variable may cause NullPointerException.,PVS-Studio
